sim_time,reservation_time_trigger,user_requests,request_batch
0,0.0,0.0,0.17042
60,0.0,0.0,0.0124
120,0.0,0.0,0.01383
180,0.0,0.0,0.01445
240,0.0,0.0,0.01369
300,0.0,0.0,0.0132
360,0.0,0.0,0.01379
420,0.0,0.0,0.01351
480,0.0,0.0,0.01261
540,0.0,0.0,0.01271
600,0.0,0.0,0.01331
660,0.0,0.0,0.01313
720,0.0,0.0,0.01328
780,0.0,0.0,0.0125
840,0.0,0.0,0.01288
900,0.0,0.0,0.01332
960,0.0,0.0,0.01402
1020,0.0,0.0,0.01218
1080,0.0,0.0,0.01359
1140,0.0,0.0,0.01551
1200,0.0,0.0,0.01281
1260,0.0,0.0,0.01282
1320,0.0,0.0,0.01363
1380,0.0,0.0,0.01382
1440,0.0,0.0,0.0126
1500,0.0,0.0,0.01269
1560,0.0,0.0,0.01515
1620,0.0,0.0,0.0127
1680,0.0,0.0,0.01289
1740,0.0,0.0,0.01258
1800,0.0,0.0,0.01409
1860,0.0,0.0,0.01314
1920,0.0,0.0,0.01289
1980,0.0,0.0,0.01277
2040,0.0,0.0,0.01221
2100,0.0,0.0,0.01219
2160,0.0,0.0,0.0138
2220,0.0,0.0,0.01299
2280,0.0,0.0,0.01238
2340,0.0,0.0,0.01271
2400,0.0,0.0,0.01255
2460,0.0,0.0,0.01268
2520,0.0,0.0,0.01232
2580,0.0,0.0,0.01249
2640,0.0,0.0,0.01276
2700,0.0,0.0,0.01234
2760,0.0,0.0,0.0131
2820,0.0,0.0,0.0131
2880,0.0,0.0,0.01223
2940,0.0,0.0,0.01157
3000,0.0,0.0,0.01378
3060,0.0,0.0,0.01319
3120,0.0,0.0,0.01291
3180,0.0,0.0,0.012
3240,0.0,0.0,0.01191
3300,0.0,0.0,0.01234
3360,0.0,0.0,0.01269
3420,0.0,0.0,0.01234
3480,0.0,0.0,0.01289
3540,0.0,0.0,0.01266
3600,0.0,0.0,0.01276
3660,0.0,0.0,0.01273
3720,0.0,0.0,0.01217
3780,0.0,0.0,0.01234
3840,0.0,0.0,0.01327
3900,0.0,0.0,0.0133
3960,0.0,0.0,0.01298
4020,0.0,0.0,0.01282
4080,0.0,0.0,0.01277
4140,0.0,0.0,0.01266
4200,0.0,0.0,0.01298
4260,0.0,0.0,0.01177
4320,0.0,0.0,0.0138
4380,0.0,0.0,0.01313
4440,0.0,0.0,0.01173
4500,0.0,0.0,0.0126
4560,0.0,0.0,0.01212
4620,0.0,0.0,0.0127
4680,0.0,0.0,0.01462
4740,0.0,0.0,0.01267
4800,0.0,0.0,0.01288
4860,0.0,0.0,0.01264
4920,0.0,0.0,0.0132
4980,0.0,0.0,0.01285
5040,0.0,0.0,0.01174
5100,0.0,0.0,0.01236
5160,0.0,0.0,0.01279
5220,0.0,0.0,0.01211
5280,0.0,0.0,0.01263
5340,0.0,0.0,0.01366
5400,0.0,0.0,0.01242
5460,0.0,0.0,0.01243
5520,0.0,0.0,0.01345
5580,0.0,0.0,0.01673
5640,0.0,0.0,0.01234
5700,0.0,0.0,0.01258
5760,0.0,0.0,0.01256
5820,0.0,0.0,0.01304
5880,0.0,0.0,0.01318
5940,0.0,0.0,0.01288
6000,0.0,0.0,0.01263
6060,0.0,0.0,0.01197
6120,0.0,0.0,0.012
6180,0.0,0.0,0.01245
6240,0.0,0.0,0.01259
6300,0.0,0.0,0.01388
6360,0.0,0.0,0.0129
6420,0.0,0.0,0.01258
6480,0.0,0.0,0.01236
6540,0.0,0.0,0.01281
6600,0.0,0.0,0.01163
6660,0.0,0.0,0.01276
6720,0.0,0.0,0.01357
6780,0.0,0.0,0.01259
6840,0.0,0.0,0.01252
6900,0.0,0.0,0.01293
6960,0.0,0.0,0.01291
7020,0.0,0.0,0.0105
7080,0.0,0.0,0.01153
7140,0.0,0.0,0.01267
7200,0.0,0.0,0.01252
7260,0.0,0.0,0.01273
7320,0.0,0.0,0.01245
7380,0.0,0.0,0.01214
7440,0.0,0.0,0.01251
7500,0.0,0.0,0.01338
7560,0.0,0.0,0.01263
7620,0.0,0.0,0.01247
7680,0.0,0.0,0.01325
7740,0.0,0.0,0.01304
7800,0.0,0.0,0.01199
7860,0.0,0.0,0.01216
7920,0.0,0.0,0.01271
7980,0.0,0.0,0.01332
8040,0.0,0.0,0.01266
8100,0.0,0.0,0.01228
8160,0.0,0.0,0.01203
8220,0.0,0.0,0.01314
8280,0.0,0.0,0.01118
8340,0.0,0.0,0.0119
8400,0.0,0.0,0.01246
8460,0.0,0.0,0.01262
8520,0.0,0.0,0.01339
8580,0.0,0.0,0.01255
8640,0.0,0.0,0.01325
8700,0.0,0.0,0.01268
8760,0.0,0.0,0.01269
8820,0.0,0.0,0.01376
8880,0.0,0.0,0.01299
8940,0.0,0.0,0.01267
9000,0.0,0.0,0.01278
9060,0.0,0.0,0.01207
9120,0.0,0.0,0.01267
9180,0.0,0.0,0.01172
9240,0.0,0.0,0.01323
9300,0.0,0.0,0.01256
9360,0.0,0.0,0.01266
9420,0.0,0.0,0.01213
9480,0.0,0.0,0.01311
9540,0.0,0.0,0.01154
9600,0.0,0.0,0.01246
9660,0.0,0.0,0.0131
9720,0.0,0.0,0.01217
9780,0.0,0.0,0.01367
9840,0.0,0.0,0.01356
9900,0.0,0.0,0.01209
9960,0.0,0.0,0.0125
10020,0.0,0.0,0.01161
10080,0.0,0.0,0.01218
10140,0.0,0.0,0.01254
10200,0.0,0.0,0.01222
10260,0.0,0.0,0.01212
10320,0.0,0.0,0.01184
10380,0.0,0.0,0.01216
10440,0.0,0.0,0.01251
10500,0.0,0.0,0.01379
10560,0.0,0.0,0.01262
10620,0.0,0.0,0.01262
10680,0.0,0.0,0.01259
10740,0.0,0.0,0.01259
10800,0.0,0.0,0.01318
10860,0.0,0.0,0.01211
10920,0.0,0.0,0.013
10980,0.0,0.0,0.0123
11040,0.0,0.0,0.01317
11100,0.0,0.0,0.01296
11160,0.0,0.0,0.01341
11220,0.0,0.0,0.0122
11280,0.0,0.0,0.01234
11340,0.0,0.0,0.01408
11400,0.0,0.0,0.01306
11460,0.0,0.0,0.01173
11520,0.0,0.0,0.01304
11580,0.0,0.0,0.01331
11640,0.0,0.0,0.01265
11700,0.0,0.0,0.01308
11760,0.0,0.0,0.01352
11820,0.0,0.0,0.01303
11880,0.0,0.0,0.01221
11940,0.0,0.0,0.01271
12000,0.0,0.0,0.01054
12060,0.0,0.0,0.01271
12120,0.0,0.0,0.0127
12180,0.0,0.0,0.0143
12240,0.0,0.0,0.01197
12300,0.0,0.0,0.01252
12360,0.0,0.0,0.01286
12420,0.0,0.0,0.01214
12480,0.0,0.0,0.01301
12540,0.0,0.0,0.01228
12600,0.0,0.0,0.01239
12660,0.0,0.0,0.01278
12720,0.0,0.0,0.01232
12780,0.0,0.0,0.01312
12840,0.0,0.0,0.01273
12900,0.0,0.0,0.01198
12960,0.0,0.0,0.01226
13020,0.0,0.0,0.0134
13080,0.0,0.0,0.01175
13140,0.0,0.0,0.01064
13200,0.0,0.0,0.01297
13260,0.0,0.0,0.01229
13320,0.0,0.0,0.01252
13380,0.0,0.0,0.01406
13440,0.0,0.0,0.014
13500,0.0,0.0,0.01269
13560,0.0,0.0,0.01273
13620,0.0,0.0,0.01113
13680,0.0,0.0,0.01295
13740,0.0,0.0,0.01335
13800,0.0,0.0,0.01309
13860,0.0,0.0,0.01215
13920,0.0,0.0,0.01246
13980,0.0,0.0,0.01307
14040,0.0,0.0,0.01276
14100,0.0,0.0,0.01291
14160,0.0,0.0,0.01169
14220,0.0,0.0,0.01155
14280,0.0,0.0,0.01276
14340,0.0,0.0,0.01176
14400,0.0,0.0,0.0129
14460,0.0,0.0,0.01285
14520,0.0,0.0,0.01278
14580,0.0,0.0,0.01105
14640,0.0,0.0,0.01134
14700,0.0,0.0,0.01446
14760,0.0,0.0,0.01633
14820,0.0,0.0,0.01275
14880,0.0,0.0,0.01261
14940,0.0,0.0,0.01262
15000,0.0,0.0,0.01309
15060,0.0,0.0,0.00995
15120,0.0,0.0,0.01211
15180,0.0,0.0,0.01203
15240,0.0,0.0,0.01246
15300,0.0,0.0,0.01252
15360,0.0,0.0,0.01405
15420,0.0,0.0,0.01228
15480,0.0,0.0,0.01345
15540,0.0,0.0,0.01302
15600,0.0,0.0,0.01231
15660,0.0,0.0,0.01286
15720,0.0,0.0,0.01389
15780,0.0,0.0,0.01211
15840,0.0,0.0,0.01275
15900,0.0,0.0,0.01236
15960,0.0,0.0,0.01211
16020,0.0,0.0,0.01159
16080,0.0,0.0,0.0127
16140,0.0,0.0,0.01269
16200,0.0,0.0,0.01248
16260,0.0,0.0,0.01196
16320,0.0,0.0,0.01411
16380,0.0,0.0,0.01311
16440,0.0,0.0,0.01196
16500,0.0,0.0,0.01313
16560,0.0,0.0,0.01121
16620,0.0,0.0,0.01269
16680,0.0,0.0,0.01278
16740,0.0,0.0,0.01263
16800,0.0,0.0,0.01206
16860,0.0,0.0,0.01286
16920,0.0,0.0,0.01301
16980,0.0,0.0,0.01231
17040,0.0,0.0,0.01181
17100,0.0,0.0,0.01283
17160,0.0,0.0,0.01331
17220,0.0,0.0,0.01226
17280,0.0,0.0,0.01066
17340,0.0,0.0,0.01308
17400,0.0,0.0,0.01241
17460,0.0,0.00206,0.0137
17520,0.0,0.0,0.01235
17580,0.0,0.0,0.01312
17640,0.0,0.0,0.01269
17700,0.0,0.0,0.01333
17760,0.0,0.0,0.01332
17820,0.0,0.0,0.01387
17880,0.0,0.0,0.01263
17940,0.0,0.0,0.01279
18000,0.0,0.0,0.01223
18060,0.0,0.0,0.01301
18120,0.0,0.0,0.01263
18180,0.0,0.0,0.01283
18240,0.0,0.0,0.01217
18300,0.0,0.0,0.01254
18360,0.0,0.0,0.0123
18420,0.0,0.0,0.01225
18480,0.0,0.0,0.01355
18540,0.0,0.0,0.01656
18600,0.0,0.0,0.01259
18660,0.0,0.0003,0.01401
18720,0.0,0.0,0.01314
18780,0.0,0.0,0.01421
18840,0.0,0.0,0.01352
18900,0.0,0.0,0.01351
18960,0.0,0.0,0.01297
19020,0.0,0.0,0.01361
19080,0.0,0.0,0.0126
19140,0.0,0.0,0.0127
19200,0.0,0.0,0.01376
19260,0.0,0.0,0.01268
19320,0.0,0.0,0.0131
19380,0.0,0.0003,0.014
19440,0.0,0.0,0.01313
19500,0.0,0.0,0.01316
19560,0.0,0.0,0.01318
19620,0.0,0.0,0.01251
19680,0.0,0.0,0.01257
19740,0.0,0.0,0.01308
19800,0.0,0.0,0.01367
19860,0.0,0.0,0.01364
19920,0.0,0.0,0.01333
19980,0.0,0.0,0.01231
20040,0.0,0.0,0.01328
20100,0.0,0.0,0.01333
20160,0.0,0.0,0.01199
20220,0.0,0.0,0.01323
20280,0.0,0.0,0.01124
20340,0.0,0.0,0.01007
20400,0.0,0.0,0.01707
20460,0.0,0.0,0.01324
20520,0.0,0.0,0.00951
20580,0.0,0.0,0.01271
20640,0.0,0.0,0.01327
20700,0.0,0.0,0.01303
20760,0.0,0.0,0.01341
20820,0.0,0.0,0.01362
20880,0.0,0.0,0.0141
20940,0.0,0.0,0.01363
21000,0.0,0.00025,0.01435
21060,0.0,0.0,0.01319
21120,0.0,0.0,0.01352
21180,0.0,0.0,0.01324
21240,0.0,0.0,0.01291
21300,0.0,0.00021,0.01389
21360,0.0,0.0,0.01408
21420,0.0,0.0,0.01407
21480,0.0,0.0,0.01422
21540,0.0,0.00024,0.01734
21600,0.0,0.0,0.01148
21660,0.0,0.0,0.01341
21720,0.0,0.0,0.01326
21780,0.0,0.00027,0.01343
21840,0.0,0.0,0.01256
21900,0.0,0.00028,0.01811
21960,0.0,0.0,0.01255
22020,0.0,0.0,0.0126
22080,0.0,0.0,0.01239
22140,0.0,0.0,0.01435
22200,0.0,0.0,0.01425
22260,0.0,0.00024,0.01384
22320,0.0,0.0,0.01263
22380,0.0,0.0,0.01288
22440,0.0,0.0,0.01287
22500,0.0,0.0,0.01443
22560,0.0,0.0,0.01361
22620,0.0,0.0,0.01317
22680,0.0,0.0,0.01229
22740,0.0,0.00039999999999999996,0.81575
22800,0.0,0.0,0.01291
22860,0.0,0.0,0.01254
22920,0.0,0.00027,0.01384
22980,0.0,0.0,0.01195
23040,0.0,0.00043,0.66853
23100,0.0,0.0,0.01231
23160,0.0,0.0,0.0128
23220,0.0,0.0,0.01314
23280,0.0,0.00026,0.01383
23340,0.0,0.0,0.01269
23400,0.0,0.0,0.01294
23460,0.0,0.0,0.01268
23520,0.0,0.00024,0.01401
23580,0.0,0.00024,0.01429
23640,0.0,0.0,0.01393
23700,0.0,0.0,0.01353
23760,0.0,0.00024,0.01402
23820,0.0,0.0,0.0133
23880,0.0,0.0,0.01306
23940,0.0,0.0,0.01367
24000,0.0,0.0,0.0134
24060,0.0,0.0,0.01294
24120,0.0,0.00025,0.0147
24180,0.0,0.00021,0.01476
24240,0.0,0.00021,0.01255
24300,0.0,0.0,0.0123
24360,0.0,0.0,0.01348
24420,0.0,0.00021,0.01422
24480,0.0,0.00025,0.01421
24540,0.0,0.0,0.01348
24600,0.0,0.0,0.01464
24660,0.0,0.0,0.0134
24720,0.0,0.0,0.01289
24780,0.0,0.0,0.01536
24840,0.0,0.0,0.01268
24900,0.0,0.0003,0.01396
24960,0.0,0.00037,0.08072
25020,0.0,0.00046,0.2987
25080,0.0,0.00039,0.20028
25140,0.0,0.00034,0.42016
25200,0.0,0.0,0.01278
25260,0.0,0.00025,0.01358
25320,0.0,0.0,0.01361
25380,0.0,0.0,0.01219
25440,0.0,0.0,0.01656
25500,0.0,0.0,0.01409
25560,0.0,0.0,0.01216
25620,0.0,0.00026,0.01448
25680,0.0,0.00018,0.00944
25740,0.0,0.00049,0.2541
25800,0.0,0.00024,0.01477
25860,0.0,0.0002,0.01564
25920,0.0,0.00041,0.33463
25980,0.0,0.00037,0.03045
26040,0.0,0.0,0.01355
26100,0.0,0.0,0.01118
26160,0.0,0.0,0.0094
26220,0.0,0.0,0.01318
26280,0.0,0.00027,0.01467
26340,0.0,0.00037999999999999997,0.42719
26400,0.0,0.00039000000000000005,0.06925
26460,0.0,0.00034,0.07321
26520,0.0,0.00025,0.01785
26580,0.0,0.0002,0.0159
26640,0.0,0.0006699999999999999,0.19812
26700,0.0,0.00039,0.06212
26760,0.0,0.00027,0.01388
26820,0.0,0.00038,0.14568
26880,0.0,0.00054,0.28088
26940,0.0,0.0,0.01417
27000,0.0,0.0006199999999999999,0.40481
27060,0.0,0.00032,0.01375
27120,0.0,0.0007800000000000001,0.30389
27180,0.0,0.00062,0.12374
27240,0.0,0.00033,0.01788
27300,0.0,0.00022,0.01481
27360,0.0,0.00037,0.1279
27420,0.0,0.0003,0.01295
27480,0.0,0.00046,0.22586
27540,0.0,0.00038999999999999994,0.21375
27600,0.0,0.00025,0.01454
27660,0.0,0.00033,0.12659
27720,0.0,0.00023,0.01347
27780,0.0,0.00062,2.52125
27840,0.0,0.00042,0.3899
27900,0.0,0.0,0.01479
27960,0.0,0.00013,0.01435
28020,0.0,0.30131,3.65742
28080,0.0,0.0005099999999999999,0.23115
28140,0.0,0.0011900000000000003,1.25399
28200,0.0,0.0007099999999999999,1.05962
28260,0.0,0.00057,0.56455
28320,0.0,0.00019,0.04979
28380,0.0,0.00062,0.86024
28440,0.0,0.00058,1.7743
28500,0.0,0.00019,0.12596
28560,0.0,0.00042999999999999994,0.50048
28620,0.0,0.0002,0.1001
28680,0.0,0.00056,1.7302
28740,0.0,0.00026,0.46196
28800,0.0,0.0,0.01849
28860,0.0,0.0002,0.06932
28920,0.0,0.00124,1.91036
28980,0.0,0.00039000000000000005,0.09457
29040,0.0,0.00048,0.65085
29100,0.0,0.0006399999999999999,0.62493
29160,0.0,0.00038999999999999994,0.33573
29220,0.0,0.0,0.01872
29280,0.0,0.00049,1.25166
29340,0.0,0.00073,1.20977
29400,0.0,0.0,0.03503
29460,0.0,0.00018,0.14445
29520,0.0,0.00063,0.51903
29580,0.0,0.00027,0.04869
29640,0.0,0.00029,0.76651
29700,0.0,0.0,0.01575
29760,0.0,0.00039999999999999996,0.15129
29820,0.0,0.0005600000000000001,0.07119
29880,0.0,0.00029,0.04593
29940,0.0,0.0006,0.43243
30000,0.0,0.00066,0.29928
30060,0.0,0.00013000000000000002,0.1019
30120,0.0,0.00044,0.13852
30180,0.0,0.00031,0.18237
30240,0.0,0.0007300000000000001,0.54423
30300,0.0,0.00043,0.41413
30360,0.0,0.00019,0.05537
30420,0.0,8e-05,0.06067
30480,0.0,0.0,0.01687
30540,0.0,0.00045000000000000004,0.49682
30600,0.0,0.00039,0.16967
30660,0.0,0.00049,0.17129
30720,0.0,0.0006,0.29963
30780,0.0,0.00094,0.56804
30840,0.0,0.00058,0.28384
30900,0.0,0.00019,0.04375
30960,0.0,0.00041999999999999996,2.38535
31020,0.0,0.0,0.03077
31080,0.0,0.00019,0.36967
31140,0.0,0.00053,0.15065
31200,0.0,0.00036,0.38302
31260,0.0,0.00043,0.80828
31320,0.0,0.0007599999999999998,1.12196
31380,0.0,0.00023,0.16347
31440,0.0,0.00021,0.28074
31500,0.0,0.00024,0.47723
31560,0.0,0.00031,0.21371
31620,0.0,0.00101,7.57575
31680,0.0,0.0007600000000000002,0.44634
31740,0.0,0.00064,0.12263
31800,0.0,0.00049,0.33183
31860,0.0,0.0,0.01702
31920,0.0,0.00038,0.48451
31980,0.0,0.00028000000000000003,0.13841
32040,0.0,0.00041,0.4467
32100,0.0,0.00032,0.13015
32160,0.0,0.00034,1.00214
32220,0.0,0.0001,0.17455
32280,0.0,0.0008399999999999999,0.56914
32340,0.0,0.00042,0.34304
32400,0.0,0.004139999999999998,110.63991
32460,0.0,0.0005600000000000001,0.35747
32520,0.0,0.00072,0.30297
32580,0.0,0.00031,0.07207
32640,0.0,0.00067,0.66299
32700,0.0,0.0008799999999999999,0.8387
32760,0.0,0.00052,0.38847
32820,0.0,0.00054,0.12722
32880,0.0,0.00047000000000000004,0.32599
32940,0.0,0.00034,0.07215
33000,0.0,0.0,0.03672
33060,0.0,0.00049,0.82363
33120,0.0,0.00069,0.53707
33180,0.0,0.00062,0.33753
33240,0.0,0.0002,0.04088
33300,0.0,0.0012300000000000004,127.94812
33360,0.0,0.00016,0.06787
33420,0.0,0.00066,0.42989
33480,0.0,0.00038,0.67448
33540,0.0,0.00045000000000000004,0.10449
33600,0.0,0.00293,0.56307
33660,0.0,0.0,0.04968
33720,0.0,0.0001,0.11191
33780,0.0,0.00038,0.31194
33840,0.0,0.0,0.06003
33900,0.0,0.00046,1.50056
33960,0.0,0.00046999999999999993,0.73556
34020,0.0,0.00061,2.74274
34080,0.0,0.00037,1.42672
34140,0.0,0.00048,0.29565
34200,0.0,0.004199999999999998,58.53595
34260,0.0,0.0,0.08139
34320,0.0,0.3117,28.68923
34380,0.0,0.00124,4.32965
34440,0.0,0.0008399999999999999,2.35687
34500,0.0,0.0008300000000000002,1.26233
34560,0.0,0.0004,0.65673
34620,0.0,0.00037,0.2935
34680,0.0,0.0007099999999999999,2.27081
34740,0.0,0.00058,1.49479
34800,0.0,0.0005,1.32095
34860,0.0,0.00065,3.0263
34920,0.0,0.00039999999999999996,1.62312
34980,0.0,0.00017,0.14932
